"","r_max","K","var_N","z","catch_multiplier_1","catch_multiplier_2","catch_parameter_1","catch_parameter_2","sample.N.obs","add_CV","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"1",0.050717201971449,29213.1050175746,0,2.39,1.01902628350654,1.80668466967268,0,0.23328233952634,15786.7804516573,0,1442.57788629285,1926,0,15786.7808484722,18278.5924541496,14578.9891814895,22449.9562820974,26876.568599387,0.0491910798869648,0.0366210161464833,0.0240697979219971,0.524867356454185,0,-9999,42.6000627141048,0,18.1199028050173,0,60.7199655191221,4.26239833678307e-27,0.0493811898949117,0.540400646866361,0.625698378969071,0.499056473891387,0.768489219772822,0.920017525806248,187,1
"2",0.106297638960183,25479.7029958088,0,2.39,1.02333114325043,1.74069427871803,0,0.0347356724087149,16046.7943130061,0,291.078522933052,1958,0,16046.9213353491,20355.0703797792,13774.8813013646,24473.0158670835,25435.9663169408,0.105657006176323,0.0575539885208647,0.0592358049191935,0.483813308784197,0,-9999,41.7466973440252,0,17.1878025403653,0,58.9344998843905,2.54139345124355e-26,0.0114239370443577,0.629792322853557,0.798873926557443,0.54062173737388,0.960490625464085,0.998283469831843,332,1
"3",0.106203150544316,25024.7914515869,0,2.39,1.0107224547617,1.69376412584692,0,0.0902889741118997,13613.292946713,0,264.914273982202,1968,0,13613.2452750828,18053.6393164838,11505.822721914,23387.8149941959,24949.0668945631,0.105798062157712,0.0694398586109637,0.0730028524652913,0.547793072884252,0,-9999,41.0264072187839,0,17.827639161573,0,58.8540463803569,2.75430746596085e-26,0.0105860731944442,0.543990358577776,0.721430160623334,0.459776967339498,0.934585810213129,0.996974018458043,452,1
"4",0.111357402097434,24963.937090348,0,2.39,1.02074681127032,1.64240382168949,0,0.0534558405634016,13811.1683377065,0,224.151703505972,1968,0,13811.6151294694,18439.022224415,11594.7143067463,23624.9859222725,24913.6022869765,0.110984532227801,0.070788166274854,0.0782186245340955,0.537902770588468,0,-9999,41.1528622239844,0,17.2798153344626,0,58.4326775584469,4.19769203761978e-26,0.00897902052447638,0.553262695683107,0.738626369617964,0.464458561355263,0.94636458330953,0.997983699318367,518,1
"5",0.086402830583509,25512.9946768232,0,2.39,1.02173739202164,1.6715893312776,0,0.506028838688508,14641.1724496866,0,454.794138936559,1958,0,14641.1972693211,18325.5947176245,12830.6553438844,23134.8374576556,25286.8724036309,0.0856107399695352,0.055334358877327,0.0476096605706536,0.53283733157512,0,-9999,41.2592634035005,0,17.3815410806997,0,58.6408044842002,3.40896229833613e-26,0.0178259802386001,0.573872156318116,0.718284738806926,0.502906675849392,0.906786433764749,0.991136976428812,628,1
"6",0.0963358923601918,24049.6452530242,0,2.39,1.01421899839244,1.633620792797,0,0.913002042798325,15867.659814423,0,370.268158005143,1958,0,15867.6604671543,19461.6323474855,13911.3522327955,22983.8860291774,23983.8213892601,0.095363211477949,0.0494117751226966,0.0494855194188541,0.502326777046923,0,-9999,42.1652203332248,0,17.223799341359,0,59.3890196745838,1.61315637844276e-26,0.0153959925025747,0.659787714131,0.809227418647193,0.578443136538412,0.955685033494921,0.997263000635909,687,1
"7",0.103509614724666,24488.357748298,0,2.39,1.02079428639615,1.61801312744627,0,0.541874336311594,13205.3555999883,0,280.376233617564,1958,0,13205.4356504174,17445.7965323586,11201.4912280663,22717.7585343735,24397.0685379074,0.103086461218653,0.068634523470158,0.0720279448575627,0.566014358127306,0,-9999,40.968943871932,0,19.0406056294558,0,60.0095495013878,8.67328844925467e-27,0.011449368573401,0.539253623544241,0.712411861655818,0.45742108732648,0.927696286042395,0.996272138322673,793,1
"8",0.0805861282502301,26448.7796067316,0,2.39,1.0170500936794,1.72045139753693,0,0.242029584245756,15822.0059461892,0,574.203297341699,1958,0,15822.0059386271,19359.0016534323,14043.1996705333,23937.6611985122,26160.7397750531,0.0795413094786737,0.0496535752536067,0.0393158572998235,0.50237109753436,0,-9999,41.6329120546539,0,17.2324577793621,0,58.865369834016,2.72329510787484e-26,0.0217100110432148,0.598213081052715,0.731943096856732,0.530958323194583,0.90505730526862,0.98910952278474,936,1
"9",0.106582177260425,24689.969423697,0,2.39,1.02265762045101,1.74155237541229,0,0.422310986556113,14784.1012025019,0,277.915225281552,1958,0,14784.1035173599,19081.8759443333,12607.4243509968,23528.0653759692,24639.1201820977,0.106042988295264,0.0620949962559656,0.0658129502471041,0.517149532016547,0,-9999,41.4202448413634,0,16.7288196079811,0,58.1490644493445,5.57419531326537e-26,0.0112561996538891,0.598789867401391,0.772859440077674,0.510629403165499,0.952940239504202,0.997940489891797,1025,1
"10",0.0958286481755786,24273.0048732947,0,2.39,1.01804004859381,1.69668479026862,0,0.861882362049073,14735.4930796428,0,355.896136314326,1958,0,14735.485482396,18540.4247951954,12795.7867930767,22797.1149364488,24176.8922052118,0.0950846215085579,0.0560887750766457,0.0546579763059416,0.528748122312252,0,-9999,41.4980426546129,0,17.1745031257301,0,58.672545780343,3.30245667177434e-26,0.0146622199506039,0.607072983312754,0.763828989940744,0.527161217157532,0.939196241069037,0.996040347349468,1050,1
