"","r_max","K","var_N","z","Pmsy","P50","catch_multiplier_1","catch_multiplier_2","catch_multiplier_3","catch_multiplier_4","catch_parameter","sample.N.obs","add_CV","add_VAR_IA","Nmin","YearMin","violate_MVP","N2019","N2021","N2030","ROI_IA1","q_IA11","q_IA21","ROI_Count1","q_Count1","NLL.IAs","NLL.Count1","NLL.Count2","NLL.Count3","NLL.Count4","NLL.Count5","NLL.Count6","NLL.Count7","NLL.N1","NLL.GR","NLL","Likelihood","Max_Dep","status2019","status2021","status2030","draw","save"
"mean",0.0283547503756924,56905.6798721722,0.000372809241909896,3.61350691213417,0.637470720241504,0.121622834678644,1,1.60041358252858,1.09035571971905,1,0.514017528770084,4539.70197844347,0,0,2750.23010746949,1918.84635,0,4539.70137546388,4639.10103635694,5167.64818577092,0.00902095112965145,0.362348012442805,0,0,-9999,-5.69681085906315,0,0,0,0,0,0,0,-6.91913936730939,0,12.6159502263725,6.30809104940925e-06,0.0495850982286137,0.0874310349365191,0.089643925916069,0.10162750292223,4259017.0187,1
"median",0.0242292055394501,54038.4909251251,0.000380018410019426,2.72258181967899,0.630784657446201,0.130216210032814,1,1.60052390098037,1.09036773928162,1,0.518788133049384,4510.18981502858,0,0,2777.70608601876,1963,0,4510.19268054978,4594.29499317222,4986.90213466897,0.00846402198087181,0.361754240551071,0,0,-9999,-5.66262063285099,0,0,0,0,0,0,0,-6.6503088975274,0,12.5082517113308,3.69602843511246e-06,0.0492502072225065,0.0830973498038644,0.0846473573255214,0.0922121736874603,4259613.5,1
"2.5%PI",0.00145455097942613,32200.2399647942,8.32920296110994e-05,0.389694831552327,0.505100284607033,0.0106375751411542,1,1.52218943591671,1.01204146226074,1,0.0273284142196645,3772.49962679635,0,0,1317.54289167532,1839,0,3772.4996130843,3770.73392267493,3778.20191563976,-0.00187603262682158,0.320411405613327,0,0,-9999,-7.97557183012098,0,0,0,0,0,0,0,-8.91088091039349,0,10.4479373787132,1.95928385272013e-07,0.027823630107911,0.0430144701886102,0.0431518935270387,0.0431010468236784,214207.6,1
"97.5%PI",0.0813480766608844,97757.9480419321,0.000638240692238478,10.1415733645159,0.79143887241662,0.197004751625937,1,1.67759266997135,1.16940016280064,1,0.976508794823894,5466.28366511257,0,0,4099.67334580001,2013,0,5466.28238721561,5756.5253473589,7553.08642698369,0.0227671333999242,0.409224933414486,0,0,-9999,-3.77325590661436,0,0,0,0,0,0,0,-6.4198740706145,0,15.4455166293892,2.90080444504298e-05,0.0723288757441932,0.155270561496646,0.163810261061252,0.215961338708951,8311486.475,1
"5%PI",0.00290425348177087,34739.3656395321,0.000100395806200997,0.529567403832396,0.510222834049491,0.0216908105602487,1,1.53457613949151,1.02467978922274,1,0.0543689590529538,3882.12027891306,0,0,1498.14087258109,1841,0,3882.12099701004,3897.21826391767,3927.83709590918,-0.000377013573140616,0.32641151399492,0,0,-9999,-7.45568977499765,0,0,0,0,0,0,0,-8.33023681467601,0,10.7928486124949,3.59961548165224e-07,0.0316957982942613,0.0477874166601401,0.0477519227338363,0.0482413714403204,428791.55,1
"95%PI",0.0689994357390096,88697.0220135269,0.000625689108816847,9.4324003142712,0.783432265640003,0.193923878513742,1,1.66545751265761,1.15650912370846,1,0.954092953668442,5305.21257570246,0,0,3946.33612357907,1997,0,5305.18924329556,5540.2868465345,7006.61937287828,0.02032012356354,0.40091583369204,0,0,-9999,-4.07342896213652,0,0,0,0,0,0,0,-6.42144126668687,0,14.8372686268964,2.05459111337486e-05,0.0686457569174877,0.14168640450433,0.148475173012323,0.187585196136835,8094964.3,1
"min",3.85548453778028e-06,21806.8797430175,6.51850958820504e-05,0.06423596610827,0.500021212082356,5.0076749175787e-06,1,1.43793354765741,0.934098033663668,1,6.99397642165422e-05,3137.08779560402,0,0,191.123992671664,1837,0,3137.08784016367,3070.07569960284,2955.76470304842,-0.0103010662218272,0.285722039600464,0,0,-9999,-13.9083071513239,0,0,0,0,0,0,0,-14.2997659608949,0,8.99564421135616,8.4133518999421e-10,0.00535388412331172,0.0210397853528535,0.0200857575013912,0.0193303642818725,98,1
"max",0.109864643008914,186421.031866473,0.000650543363596282,11.2124356725689,0.799977625557222,0.199988847132772,1,1.75893676092913,1.23312793033294,1,0.999891095096245,6991.25749862287,0,0,5088.06567260406,2030,0,6991.18296816999,7663.83987011168,12317.4360099399,0.0363079845416663,0.463094023268212,0,0,-9999,-2.13239432869541,0,0,0,0,0,0,0,-6.41936514539741,0,20.8960309741303,0.000123948523532125,0.0978545657562365,0.245490474249694,0.261186507002138,0.468118618169329,8522054,1
"n",20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
