"","r_max","K","var_N","z","catch_multiplier_1","premodern_catch_multiplier_1","sample.N.obs","add_CV","sample_premodern_catch","Nmin","YearMin","violate_MVP","N2008","N2012","N2006","N2019","N2030","ROI_IA1","ROI_IA2","q_IA1","q_IA2","ROI_Count1","q_Count1","NLL.IAs","NLL.Count","NLL.N","NLL.GR","NLL","Likelihood","Max_Dep","status2008","status2012","status2006","status2019","status2030","draw","save"
"880",0.0809670095997862,27381.0040651831,0.022595865923256,2.39,1.01768465030536,1.68611869639327,16832.3016166687,0,0.417156179202721,704.935786892875,1957,0,16832.3026768479,21797.6853064382,16576.7556242428,25071.2509915364,24900.2055062519,0.0741094125485755,0.0455097413064713,0.0293957751187783,0.464738667489844,0,-9999,42.0598694618703,0,18.5941038445467,0,60.653973306417,4.5531723255221e-27,0.025745432315583,0.614743806939181,0.796087873715175,0.60541080176535,0.915643960018847,0.909397093217421,75084,1
"881",0.0676090922448784,32329.6203328973,0.0343899865849251,2.39,1.01702317269066,1.6598404875738,15050.6403204054,0,0.76745433663018,701.953396317181,1958,0,15050.6409040547,20455.135772798,13156.1454383013,24839.4717992098,29978.6193658813,0.0719870692925435,0.0562400481991836,0.0379114736390725,0.51741978886962,0,-9999,41.230247051778,0,16.4070579708139,0,57.6373050225918,9.29900490761639e-26,0.0217123921991407,0.465537199295217,0.632705721940808,0.406937826761738,0.768319316572181,0.927280279112225,75141,1
"882",0.0733707848396152,33917.9481448315,0.0306735708922422,2.39,1.01509437206896,1.58387321817467,15132.5715959538,0,0.750697989715263,764.357446549949,1958,0,15132.5715954521,20581.4825366616,13661.526272432,27096.2080127729,31993.4097715054,0.0740615692592577,0.0700344151313939,0.0396966271088717,0.475724218181814,0,-9999,40.4857218690487,0,16.4583385245031,0,56.9440603935518,1.85998222513301e-25,0.0225354860289927,0.44615233005355,0.606802111046856,0.4027816250587,0.798875211940021,0.943258997710939,75177,1
"883",0.0919681959757581,26150.7164525118,0.0108574316861693,2.39,1.02243613800261,1.8070097298015,14906.440246501,0,0.377126960782334,375.034601767465,1958,0,14906.4402438015,19277.0536196086,12843.9175650442,24436.4889780912,25955.1555719126,0.0961929611081396,0.0659672295635263,0.0535007086582851,0.509887053823493,0,-9999,40.7893950175696,0,16.651829680038,0,57.4412246976076,1.13133983750008e-25,0.0143412744522127,0.570020338481768,0.73715202620221,0.491149739180876,0.934448164067183,0.992521777330485,75232,1
"884",0.0569702867381275,35183.1707613247,0.014057286768196,2.39,1.01402163471635,1.61694885419603,14159.3829310732,0,0.986816493561491,1192.47167358943,1926,0,14159.3829292827,17639.812702279,12951.821595918,23123.0185937983,29571.4065664509,0.0528345253317379,0.0467947370999184,0.0288528882157858,0.5613896665409,0,-9999,41.9448663861996,0,18.2909021568989,0,60.2357685430985,6.91732384853267e-27,0.0338932406541442,0.402447608413039,0.501370749724173,0.36812547918948,0.657218155539763,0.840498622681201,75412,1
"885",0.115848906370811,24612.1415704583,0.0481393156178819,2.39,1.0144210911441,1.86387225328257,14556.5982039552,0,0.0316214344929904,142.557596597463,1969,0,14556.3899934394,18886.2212391965,12294.0329892711,23145.4109875077,24030.5477829788,0.13888212619131,0.0620137448911842,0.10079270634433,0.53907431454695,0,-9999,44.8546116106651,0,16.8132552245255,0,61.6678668351907,1.6519074914985e-27,0.00579216547204382,0.591431263783696,0.767353835712753,0.499510900100929,0.940406218664406,0.976369639114314,75475,1
"886",0.0850473963799886,25290.8263186797,0.026500179049855,2.39,1.01698157376558,1.6624014275492,14500.9570778348,0,0.299581865547225,506.788847008028,1958,0,14500.9571066006,18587.8426867895,13169.6897948195,23691.8746197392,25106.1936601351,0.0877442286569101,0.0619651828793242,0.0390704744824502,0.523052218093907,0,-9999,40.7676509656213,0,17.0709736251383,0,57.8386245907597,7.60334154081182e-26,0.0200384455858492,0.573368261039782,0.734963834418512,0.520729913244963,0.936777403838339,0.992699619371145,75614,1
"887",0.0842908579474315,28828.3001393572,0.0181794959478618,2.39,1.01876251264511,1.64405791273913,13711.6468746681,0,0.727819415507838,517.771560326611,1958,0,13711.647676186,17909.7614177278,11649.1844523569,25222.6978536511,29246.7065864505,0.0799604980938982,0.0723482657901502,0.0506540784395891,0.545634403605713,0,-9999,40.48516520111,0,17.98343561167,0,58.46860081278,4.04957365442681e-26,0.017960530375488,0.475631501333874,0.621256242343505,0.404088496236137,0.874928377036577,1.01451373979981,75703,1
"888",0.0921446904554032,29174.7491380449,0.0115740418912359,2.39,1.02098737962424,1.66891873142437,13721.9223421998,0,0.813346786890179,362.691904332782,1958,0,13721.8974246157,18317.7444396455,11981.1598757256,24857.2648151253,29037.0659363145,0.0935196902762929,0.0685667708573179,0.0564169714359867,0.546291090672071,0,-9999,40.6701071765072,0,17.4489637776907,0,58.1190709541979,5.74391747023445e-26,0.0124317060145624,0.470334718550224,0.627862963036021,0.410668822516173,0.852012975244766,0.995280740853027,75849,1
"889",0.0836974611831829,23305.075335846,0.0620073618632188,2.39,1.02239926186472,1.54455852768914,15447.0496859867,0,0.038699094671756,316.889305407995,1958,0,15447.099347436,20389.9330573563,13359.0380347045,26350.0407651818,26075.9425458792,0.0690767979942442,0.0676681767991827,0.0563971413811738,0.482144544554228,0,-9999,39.9856768804996,0,16.6525979193982,0,56.6382747998977,2.52528145780656e-25,0.0135974375041209,0.662821257808874,0.87491384445319,0.573224408940516,1.13065675117781,1.11889544101886,75911,1
"890",0.112418177067768,26268.655098417,0.0306168896510684,2.39,1.01580478191856,1.59095773514575,13704.6767775901,0,0.608720234595239,200.039747702221,1968,0,13704.6720909595,17304.1850387816,11612.8472755437,24832.4566225142,26798.9728651561,0.10629801755598,0.0598182595390224,0.0785023429388423,0.549451275033964,0,-9999,41.3973183286885,0,18.9908630507816,0,60.3881813794701,5.93944759377562e-27,0.0076151499554416,0.521711981051718,0.658738902846397,0.442080008741807,0.945326531924757,1.02018823440912,75912,1
